Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary,Price,Make
35.0,Male,Business,Married,Post Graduate,1,Yes,No,No,62200.0,20225.5593220339,62200.0,36000.0,Sedan
35.0,Female,Salaried,Married,Post Graduate,1,Yes,Yes,No,60100.0,0.0,60100.0,31000.0,SUV
35.0,Male,Salaried,Married,Post Graduate,2,No,No,No,59000.0,0.0,59000.0,50000.0,Sedan
35.0,Male,Salaried,Married,Post Graduate,1,No,Yes,No,58700.0,0.0,58700.0,51000.0,Sedan
35.0,Male,Salaried,Married,Post Graduate,1,Yes,Yes,No,57100.0,0.0,57100.0,52000.0,Sedan
35.0,Female,Salaried,Married,Post Graduate,1,Yes,No,No,57000.0,0.0,57000.0,40000.0,SUV
35.0,Female,Salaried,Married,Graduate,3,Yes,No,No,53400.0,0.0,53400.0,51000.0,SUV
35.0,Male,Salaried,Married,Graduate,4,Yes,No,No,51800.0,20225.5593220339,51800.0,69000.0,SUV
35.0,Female,Salaried,Married,Graduate,2,Yes,No,No,50400.0,0.0,50400.0,57000.0,SUV
35.0,Male,Salaried,Married,Graduate,3,No,No,No,48200.0,0.0,48200.0,58000.0,SUV
35.0,Male,Salaried,Married,Graduate,2,Yes,Yes,No,42200.0,0.0,42200.0,41000.0,Sedan
35.0,Male,Salaried,Married,Graduate,2,Yes,Yes,No,40200.0,0.0,40200.0,35000.0,Sedan
35.0,Male,Business,Married,Graduate,2,Yes,Yes,No,38800.0,0.0,38800.0,48000.0,Sedan
34.0,Male,Salaried,Married,Post Graduate,1,Yes,No,Yes,63600.0,38700.0,102300.0,53000.0,Sedan
34.0,Female,Business,Married,Post Graduate,1,No,Yes,Yes,63200.0,38200.0,101400.0,46000.0,Sedan
34.0,Male,Business,Married,Post Graduate,1,No,No,Yes,62600.0,38300.0,100900.0,43000.0,Sedan
34.0,Female,Salaried,Married,Post Graduate,2,Yes,No,Yes,61300.0,38900.0,100200.0,45000.0,SUV
34.0,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,61100.0,38300.0,99400.0,43000.0,Sedan
34.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,59500.0,40900.0,100400.0,39000.0,Sedan
34.0,Female,Business,Married,Post Graduate,2,No,Yes,Yes,59100.0,40100.0,99200.0,38000.0,Sedan
34.0,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,58900.0,40900.0,99800.0,43000.0,Sedan
34.0,Male,Salaried,Married,Post Graduate,1,Yes,Yes,Yes,56700.0,38600.0,95300.0,48000.0,Sedan
34.0,Female,Business,Married,Post Graduate,1,Yes,No,Yes,63800.0,25800.0,89600.0,45000.0,SUV
34.0,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,55900.0,28100.0,84000.0,54000.0,Sedan
34.0,Male,Business,Married,Graduate,1,No,No,Yes,36400.0,38300.0,74700.0,44000.0,Sedan
34.0,Male,Salaried,Married,Post Graduate,1,Yes,Yes,No,64900.0,20225.5593220339,64900.0,35000.0,Sedan
34.0,Male,Salaried,Single,Post Graduate,2,No,Yes,No,64800.0,0.0,64800.0,32000.0,Sedan
34.0,Female,Salaried,Married,Post Graduate,1,Yes,No,No,63200.0,0.0,63200.0,34000.0,Sedan
34.0,Male,Salaried,Married,Post Graduate,2,No,No,No,62300.0,0.0,62300.0,35000.0,Sedan
34.0,Female,Salaried,Married,Post Graduate,2,Yes,No,No,62300.0,0.0,62300.0,32000.0,Sedan
34.0,Male,Business,Married,Post Graduate,2,Yes,Yes,No,61100.0,0.0,61100.0,54000.0,Sedan
34.0,Male,Salaried,Married,Post Graduate,1,Yes,No,No,61300.0,20225.5593220339,61300.0,43000.0,Sedan
34.0,Male,Salaried,Married,Post Graduate,2,No,No,No,58400.0,0.0,58400.0,40000.0,Sedan
34.0,Male,Business,Married,Post Graduate,2,Yes,Yes,No,58000.0,0.0,58000.0,33000.0,Sedan
34.0,Female,Salaried,Married,Post Graduate,2,Yes,No,No,57900.0,0.0,57900.0,41000.0,Sedan
34.0,Female,Business,Married,Graduate,2,No,Yes,No,43100.0,0.0,43100.0,42000.0,Sedan
34.0,Male,Salaried,Married,Graduate,1,Yes,Yes,No,40800.0,0.0,40800.0,51000.0,Sedan
33.0,Female,Salaried,Married,Post Graduate,1,Yes,No,Yes,64500.0,38100.0,102600.0,51000.0,SUV
33.0,Male,Salaried,Married,Post Graduate,1,No,No,Yes,62200.0,40200.0,102400.0,37000.0,Sedan
33.0,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,59800.0,40400.0,100200.0,37000.0,Sedan
33.0,Male,Salaried,Married,Post Graduate,1,Yes,No,Yes,59200.0,38500.0,97700.0,43000.0,Sedan
33.0,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,58500.0,38500.0,97000.0,45000.0,Sedan
33.0,Female,Salaried,Married,Post Graduate,1,Yes,No,Yes,60200.0,35700.0,95900.0,37000.0,Sedan
33.0,Male,Salaried,Married,Post Graduate,1,Yes,No,Yes,65700.0,27700.0,93400.0,52000.0,Sedan
33.0,Male,Salaried,Married,Graduate,1,Yes,Yes,Yes,45100.0,40300.0,85400.0,41000.0,Sedan
33.0,Female,Business,Married,Graduate,2,Yes,No,Yes,43400.0,40200.0,83600.0,50000.0,Sedan
33.0,Female,Salaried,Married,Graduate,1,No,No,Yes,44200.0,38700.0,82900.0,47000.0,Sedan
33.0,Female,Salaried,Married,Graduate,2,Yes,No,Yes,42700.0,38600.0,81300.0,50000.0,SUV
33.0,Female,Business,Married,Graduate,2,Yes,No,Yes,41700.0,38700.0,80400.0,51000.0,SUV
33.0,Male,Salaried,Married,Graduate,2,Yes,No,Yes,41500.0,38400.0,79900.0,40000.0,Sedan
33.0,Male,Business,Married,Graduate,2,Yes,Yes,Yes,39400.0,40500.0,79900.0,37000.0,Sedan
33.0,Female,Salaried,Married,Graduate,2,Yes,No,Yes,39600.0,38200.0,77800.0,43000.0,Sedan
33.0,Male,Salaried,Married,Graduate,2,No,No,Yes,41600.0,20225.5593220339,70100.0,48000.0,Sedan
33.0,Female,Business,Single,Post Graduate,2,No,No,No,65600.0,0.0,65600.0,46000.0,Sedan
33.0,Female,Salaried,Married,Post Graduate,1,No,Yes,No,63800.0,20225.5593220339,63800.0,32000.0,Sedan
33.0,Male,Business,Married,Post Graduate,1,Yes,No,No,60300.0,0.0,60300.0,45000.0,Sedan
33.0,Male,Business,Married,Post Graduate,2,No,No,No,59200.0,0.0,59200.0,52000.0,Sedan
33.0,Female,Salaried,Married,Post Graduate,2,Yes,No,No,59200.0,0.0,59200.0,50000.0,Sedan
33.0,Male,Salaried,Married,Post Graduate,2,Yes,Yes,No,59100.0,0.0,59100.0,49000.0,Sedan
33.0,Male,Salaried,Married,Post Graduate,2,Yes,Yes,No,59800.0,0.0,59800.0,45000.0,Sedan
33.0,Male,Salaried,Married,Post Graduate,1,No,No,No,59900.0,0.0,59900.0,35000.0,Sedan
33.0,Male,Business,Married,Post Graduate,1,Yes,Yes,No,58000.0,0.0,58000.0,44000.0,Sedan
33.0,Female,Business,Single,Post Graduate,2,Yes,No,No,56000.0,0.0,56000.0,32000.0,Sedan
33.0,Male,Salaried,Married,Graduate,1,Yes,Yes,No,42700.0,0.0,42700.0,39000.0,Sedan
33.0,Male,Business,Married,Graduate,2,Yes,No,No,41700.0,0.0,41700.0,41000.0,Sedan
33.0,Female,Salaried,Married,Graduate,1,No,No,No,41500.0,20225.5593220339,41500.0,33000.0,Sedan
33.0,Male,Salaried,Married,Graduate,1,No,Yes,No,40700.0,0.0,40700.0,49000.0,Sedan
33.0,Female,Salaried,Married,Graduate,1,No,No,No,39800.0,0.0,39800.0,42000.0,Sedan
33.0,Female,Salaried,Married,Graduate,2,Yes,Yes,No,36800.0,0.0,36800.0,38000.0,Sedan
33.0,Male,Salaried,Married,Graduate,1,Yes,No,No,36300.0,20225.5593220339,36300.0,31000.0,Sedan
32.0,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,64400.0,40400.0,104800.0,44000.0,Sedan
32.0,Male,Business,Married,Post Graduate,1,No,No,Yes,62800.0,40700.0,103500.0,39000.0,Sedan
32.0,Male,Business,Married,Post Graduate,1,No,Yes,Yes,61500.0,38900.0,100400.0,46000.0,Sedan
32.0,Female,Business,Married,Post Graduate,2,Yes,Yes,Yes,59700.0,40500.0,100200.0,43000.0,Sedan
32.0,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,56600.0,38500.0,95100.0,50000.0,Sedan
32.0,Female,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,62900.0,30900.0,93800.0,33000.0,Sedan
32.0,Male,Salaried,Married,Post Graduate,1,Yes,No,Yes,56000.0,40100.0,96100.0,31000.0,Sedan
32.0,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,61400.0,23800.0,85200.0,53000.0,Sedan
32.0,Female,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,61400.0,23800.0,85200.0,37000.0,Sedan
32.0,Male,Salaried,Married,Graduate,2,No,No,Yes,44300.0,40800.0,85100.0,35000.0,Sedan
32.0,Male,Business,Married,Graduate,2,Yes,No,Yes,43000.0,40800.0,83800.0,52000.0,Sedan
32.0,Female,Salaried,Married,Graduate,2,No,Yes,Yes,43800.0,40200.0,84000.0,47000.0,Sedan
32.0,Female,Business,Married,Graduate,2,Yes,No,Yes,38900.0,40100.0,79000.0,50000.0,Sedan
32.0,Male,Salaried,Married,Graduate,1,Yes,Yes,Yes,36700.0,40200.0,76900.0,36000.0,Sedan
32.0,Male,Business,Married,Post Graduate,1,No,No,No,64300.0,0.0,64300.0,45000.0,Sedan
32.0,Male,Salaried,Single,Post Graduate,1,No,Yes,No,63300.0,0.0,63300.0,43000.0,Sedan
32.0,Female,Salaried,Married,Post Graduate,2,No,Yes,No,62100.0,0.0,62100.0,44000.0,Sedan
32.0,Male,Salaried,Married,Post Graduate,1,Yes,No,No,62500.0,0.0,62500.0,40000.0,Sedan
32.0,Male,Salaried,Single,Post Graduate,2,No,Yes,No,62100.0,0.0,62100.0,34000.0,Sedan
32.0,Female,Salaried,Married,Post Graduate,2,No,Yes,No,61600.0,0.0,61600.0,39000.0,SUV
32.0,Female,Business,Married,Post Graduate,2,No,Yes,No,61500.0,20225.5593220339,61500.0,37000.0,Sedan
32.0,Female,Salaried,Married,Post Graduate,1,Yes,No,No,60200.0,0.0,60200.0,48000.0,Sedan
32.0,Female,Salaried,Married,Post Graduate,2,No,No,No,59100.0,0.0,59100.0,53000.0,Sedan
32.0,Female,Salaried,Married,Post Graduate,1,No,Yes,No,57700.0,0.0,57700.0,40000.0,SUV
32.0,Male,Salaried,Married,Post Graduate,1,No,No,No,56300.0,0.0,56300.0,52000.0,Sedan
32.0,Female,Business,Married,Graduate,1,Yes,Yes,No,44700.0,0.0,44700.0,51000.0,Sedan
32.0,Male,Business,Married,Graduate,1,No,No,No,43900.0,0.0,43900.0,53000.0,Sedan
32.0,Female,Salaried,Married,Graduate,1,Yes,No,No,41600.0,0.0,41600.0,48000.0,Sedan
32.0,Female,Salaried,Married,Graduate,2,Yes,No,No,37900.0,0.0,37900.0,49000.0,SUV
32.0,Male,Business,Married,Graduate,1,No,No,No,36300.0,0.0,36300.0,41000.0,Sedan
31.0,Male,Business,Married,Post Graduate,1,Yes,No,Yes,60900.0,40000.0,100900.0,32000.0,Sedan
31.0,Male,Business,Married,Post Graduate,1,No,No,Yes,61400.0,38200.0,99600.0,51000.0,Sedan
31.0,Female,Salaried,Married,Post Graduate,1,Yes,No,Yes,59800.0,40400.0,100200.0,45000.0,SUV
31.0,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,58500.0,40900.0,99400.0,36000.0,Sedan
31.0,Female,Business,Married,Post Graduate,1,Yes,Yes,Yes,57000.0,30800.0,87800.0,32000.0,SUV
31.0,Male,Business,Married,Graduate,2,No,No,Yes,43900.0,40200.0,84100.0,36000.0,Sedan
31.0,Male,Business,Married,Graduate,2,Yes,No,Yes,42700.0,38400.0,81100.0,49000.0,Sedan
31.0,Male,Salaried,Married,Graduate,2,No,Yes,Yes,42600.0,38500.0,81100.0,48000.0,Sedan
31.0,Female,Business,Married,Graduate,1,Yes,Yes,Yes,39900.0,38700.0,78600.0,51000.0,SUV
31.0,Male,Business,Married,Graduate,1,Yes,Yes,Yes,37200.0,40000.0,77200.0,45000.0,Sedan
31.0,Male,Business,Married,Graduate,2,Yes,No,Yes,36600.0,38200.0,74800.0,55000.0,Sedan
31.0,Male,Salaried,Married,Post Graduate,1,No,Yes,No,65500.0,0.0,65500.0,46000.0,Sedan
31.0,Male,Business,Married,Post Graduate,1,No,Yes,No,63000.0,0.0,63000.0,35000.0,Sedan
31.0,Male,Business,Married,Post Graduate,1,No,No,No,60700.0,20225.5593220339,60700.0,39000.0,Sedan
31.0,Female,Salaried,Married,Post Graduate,1,No,Yes,No,60900.0,0.0,60900.0,35000.0,Sedan
31.0,Male,Salaried,Married,Post Graduate,2,Yes,No,No,58300.0,0.0,58300.0,49000.0,Sedan
31.0,Male,Salaried,Married,Post Graduate,1,Yes,No,No,58800.0,0.0,58800.0,31000.0,Sedan
31.0,Female,Salaried,Married,Graduate,1,No,Yes,No,42200.0,0.0,42200.0,48000.0,SUV
31.0,Female,Salaried,Married,Graduate,2,No,Yes,No,40300.0,20225.5593220339,40300.0,37000.0,Sedan
31.0,Male,Business,Married,Graduate,2,Yes,No,No,39400.0,0.0,39400.0,37000.0,Sedan
31.0,Male,Business,Married,Graduate,1,No,No,No,38900.0,20225.5593220339,38900.0,53000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,80600.0,40400.0,121000.0,30000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,2,Yes,No,Yes,78500.0,40800.0,119300.0,31000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,4,Yes,Yes,Yes,72900.0,45700.0,118600.0,31000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,3,No,Yes,Yes,74000.0,40000.0,114000.0,25000.0,Hatchback
30.0,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,72400.0,40200.0,112600.0,22000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,4,Yes,Yes,Yes,77300.0,32700.0,110000.0,28000.0,Sedan
30.0,Female,Salaried,Married,Post Graduate,3,No,No,Yes,78700.0,30600.0,109300.0,25000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,2,Yes,No,Yes,65600.0,40400.0,106000.0,34000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,77300.0,28200.0,105500.0,33000.0,Hatchback
30.0,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,65400.0,38900.0,104300.0,42000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,63900.0,40800.0,104700.0,41000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,1,Yes,No,Yes,58100.0,45600.0,103700.0,39000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,75900.0,28000.0,103900.0,29000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,2,No,Yes,Yes,62700.0,40000.0,102700.0,53000.0,Sedan
30.0,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,72300.0,30300.0,102600.0,23000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,3,No,Yes,Yes,62700.0,40900.0,103600.0,21000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,1,No,Yes,Yes,63400.0,38200.0,101600.0,47000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,61100.0,40600.0,101700.0,33000.0,Hatchback
30.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,76300.0,600.0,76900.0,20000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,3,Yes,No,Yes,70300.0,30900.0,101200.0,24000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,3,No,No,Yes,69300.0,30900.0,100200.0,23000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,4,Yes,Yes,Yes,66200.0,32600.0,98800.0,28000.0,Sedan
30.0,Male,Business,Married,Post Graduate,2,No,No,Yes,68400.0,30200.0,98600.0,24000.0,Hatchback
30.0,Female,Salaried,Married,Post Graduate,2,No,No,Yes,59200.0,38200.0,97400.0,48000.0,Sedan
30.0,Male,Business,Married,Post Graduate,2,No,No,Yes,56600.0,40600.0,97200.0,38000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,66600.0,30000.0,96600.0,24000.0,Hatchback
30.0,Male,Salaried,Married,Graduate,3,No,No,Yes,56800.0,40000.0,96800.0,23000.0,Sedan
30.0,Male,Business,Married,Post Graduate,4,No,No,Yes,67900.0,28600.0,96500.0,32000.0,Hatchback
30.0,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,64500.0,30100.0,94600.0,24000.0,Sedan
30.0,Male,Business,Married,Post Graduate,3,No,Yes,Yes,65100.0,28500.0,93600.0,32000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,1,Yes,No,Yes,62300.0,600.0,62900.0,33000.0,Sedan
30.0,Male,Business,Married,Post Graduate,4,Yes,Yes,Yes,64700.0,20225.5593220339,93200.0,30000.0,Hatchback
30.0,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,62600.0,30900.0,93500.0,28000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,2,Yes,Yes,Yes,67100.0,25100.0,92200.0,19000.0,Sedan
30.0,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,65900.0,26700.0,92600.0,55000.0,Sedan
30.0,Male,Business,Married,Post Graduate,4,No,Yes,Yes,62700.0,28000.0,90700.0,30000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,65300.0,25100.0,90400.0,21000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,61900.0,28200.0,90100.0,29000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,4,No,No,Yes,67700.0,26600.0,94300.0,18000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,63400.0,24200.0,87600.0,48000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,60200.0,700.0,60900.0,20000.0,Hatchback
30.0,Male,Salaried,Married,Graduate,3,No,No,Yes,54300.0,30100.0,84400.0,25000.0,Hatchback
30.0,Female,Salaried,Married,Graduate,2,Yes,Yes,Yes,43900.0,40700.0,84600.0,39000.0,Sedan
30.0,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,53700.0,30600.0,84300.0,26000.0,Sedan
30.0,Male,Business,Married,Graduate,3,No,No,Yes,57200.0,25900.0,83100.0,20000.0,Sedan
30.0,Male,Salaried,Married,Graduate,2,No,No,Yes,41300.0,40100.0,81400.0,37000.0,Sedan
30.0,Male,Business,Married,Graduate,2,No,No,Yes,41200.0,40800.0,82000.0,26000.0,Sedan
30.0,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,51400.0,30000.0,81400.0,23000.0,Hatchback
30.0,Male,Business,Single,Post Graduate,2,No,No,No,80100.0,0.0,80100.0,32000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,2,Yes,No,No,80900.0,0.0,80900.0,30000.0,Hatchback
30.0,Male,Salaried,Married,Graduate,1,Yes,Yes,Yes,38900.0,40900.0,79800.0,51000.0,Sedan
30.0,Female,Business,Married,Graduate,1,No,Yes,Yes,38200.0,38700.0,76900.0,53000.0,Sedan
30.0,Male,Business,Married,Graduate,4,Yes,Yes,Yes,52700.0,24200.0,76900.0,29000.0,Sedan
30.0,Male,Business,Married,Graduate,4,No,No,Yes,54400.0,22100.0,76500.0,29000.0,Hatchback
30.0,Female,Business,Married,Graduate,2,Yes,Yes,Yes,37000.0,38800.0,75800.0,41000.0,Sedan
30.0,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,45600.0,30300.0,75900.0,26000.0,Sedan
30.0,Male,Salaried,Married,Graduate,3,No,Yes,Yes,50000.0,25400.0,75400.0,19000.0,Sedan
30.0,Male,Salaried,Single,Post Graduate,2,Yes,Yes,No,74900.0,0.0,74900.0,31000.0,Hatchback
30.0,Male,Salaried,Married,Post Graduate,3,Yes,No,No,73900.0,20225.5593220339,73900.0,33000.0,Hatchback
30.0,Male,Business,Married,Graduate,3,No,Yes,Yes,45000.0,28400.0,73400.0,29000.0,Hatchback
30.0,Male,Salaried,Married,Post Graduate,3,No,No,No,73000.0,0.0,73000.0,23000.0,Sedan
30.0,Male,Business,Married,Graduate,3,No,Yes,Yes,43600.0,30100.0,73700.0,22000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,3,No,Yes,No,73600.0,0.0,73600.0,20000.0,Hatchback
30.0,Male,Business,Married,Graduate,3,Yes,Yes,Yes,45300.0,27800.0,73100.0,25000.0,Hatchback
30.0,Male,Business,Married,Graduate,4,Yes,Yes,Yes,43800.0,28300.0,72100.0,30000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,3,Yes,No,No,71000.0,20225.5593220339,71000.0,28000.0,Hatchback
30.0,Male,Salaried,Single,Post Graduate,2,No,No,No,71600.0,0.0,71600.0,28000.0,Hatchback
30.0,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,70800.0,0.0,70800.0,32000.0,Hatchback
30.0,Male,Salaried,Married,Graduate,4,Yes,Yes,Yes,42200.0,28300.0,70500.0,30000.0,Hatchback
30.0,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,70200.0,0.0,70200.0,28000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,3,Yes,No,No,70600.0,20225.5593220339,70600.0,24000.0,Sedan
30.0,Male,Business,Married,Graduate,3,No,No,Yes,45900.0,25500.0,71400.0,21000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,3,No,No,No,70400.0,0.0,70400.0,21000.0,Sedan
30.0,Male,Business,Married,Post Graduate,2,Yes,Yes,No,70500.0,0.0,70500.0,20000.0,Hatchback
30.0,Male,Salaried,Married,Post Graduate,4,No,Yes,No,69600.0,0.0,69600.0,32000.0,Hatchback
30.0,Male,Business,Married,Graduate,3,No,No,Yes,44200.0,800.0,45000.0,20000.0,Hatchback
30.0,Male,Business,Married,Graduate,2,No,No,Yes,42600.0,800.0,43400.0,18000.0,Sedan
30.0,Male,Business,Married,Post Graduate,3,Yes,Yes,No,67700.0,0.0,67700.0,28000.0,Sedan
30.0,Male,Business,Single,Post Graduate,0,Yes,No,No,67000.0,0.0,67000.0,22000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,3,No,No,No,67200.0,0.0,67200.0,20000.0,Sedan
30.0,Male,Salaried,Married,Graduate,3,No,No,Yes,40100.0,26600.0,66700.0,31000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,3,No,Yes,No,65800.0,0.0,65800.0,32000.0,Hatchback
30.0,Male,Business,Single,Post Graduate,2,No,No,No,65500.0,0.0,65500.0,30000.0,Hatchback
30.0,Male,Business,Married,Post Graduate,3,Yes,No,No,65100.0,20225.5593220339,65100.0,27000.0,Sedan
30.0,Female,Salaried,Married,Post Graduate,3,No,No,No,65900.0,0.0,65900.0,25000.0,Hatchback
30.0,Male,Salaried,Married,Post Graduate,3,Yes,No,No,65400.0,0.0,65400.0,23000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,3,No,No,No,65500.0,0.0,65500.0,20000.0,Hatchback
30.0,Male,Business,Single,Post Graduate,2,Yes,Yes,No,64900.0,0.0,64900.0,30000.0,Hatchback
30.0,Female,Salaried,Married,Post Graduate,3,Yes,No,No,64500.0,0.0,64500.0,29000.0,Hatchback
30.0,Male,Business,Single,Post Graduate,1,Yes,No,No,63600.0,0.0,63600.0,53000.0,Sedan
30.0,Male,Salaried,Married,Graduate,1,Yes,No,Yes,36000.0,26800.0,62800.0,49000.0,Sedan
30.0,Female,Business,Married,Post Graduate,1,Yes,No,No,62200.0,0.0,62200.0,31000.0,SUV
30.0,Male,Salaried,Married,Post Graduate,3,No,Yes,No,62400.0,0.0,62400.0,18000.0,Sedan
30.0,Male,Salaried,Married,Post Graduate,1,Yes,No,No,61800.0,0.0,61800.0,36000.0,Sedan
30.0,Female,Salaried,Married,Post Graduate,2,No,No,No,61500.0,0.0,61500.0,34000.0,Sedan
30.0,Male,Business,Married,Post Graduate,2,Yes,No,No,61300.0,0.0,61300.0,31000.0,Sedan
30.0,Male,Business,Married,Graduate,2,Yes,No,Yes,35500.0,24000.0,59500.0,43000.0,Sedan
30.0,Female,Salaried,Married,Graduate,2,No,Yes,No,58100.0,0.0,58100.0,32000.0,Hatchback
30.0,Male,Business,Married,Graduate,3,No,Yes,No,57700.0,0.0,57700.0,27000.0,Sedan
30.0,Male,Business,Married,Graduate,4,Yes,No,No,56500.0,0.0,56500.0,31000.0,Sedan
30.0,Male,Business,Single,Graduate,2,Yes,No,No,56300.0,0.0,56300.0,23000.0,Hatchback
30.0,Male,Salaried,Married,Graduate,2,No,Yes,No,54800.0,0.0,54800.0,31000.0,Sedan
30.0,Male,Salaried,Married,Graduate,3,Yes,Yes,No,53200.0,0.0,53200.0,26000.0,Hatchback
30.0,Female,Salaried,Married,Graduate,4,Yes,Yes,No,52700.0,0.0,52700.0,30000.0,Hatchback
30.0,Male,Business,Married,Graduate,3,Yes,No,No,51300.0,0.0,51300.0,24000.0,Sedan
30.0,Male,Business,Married,Graduate,3,Yes,No,No,49500.0,0.0,49500.0,23000.0,Sedan
30.0,Male,Salaried,Single,Graduate,2,No,Yes,No,46000.0,0.0,46000.0,26000.0,Hatchback
30.0,Female,Salaried,Married,Graduate,1,Yes,No,No,44800.0,0.0,44800.0,50000.0,Sedan
30.0,Male,Salaried,Married,Graduate,2,Yes,No,No,43600.0,0.0,43600.0,33000.0,Hatchback
30.0,Male,Business,Married,Graduate,1,No,No,No,42700.0,0.0,42700.0,33000.0,Sedan
30.0,Male,Salaried,Married,Graduate,4,No,Yes,No,42300.0,0.0,42300.0,31000.0,Hatchback
30.0,Male,Salaried,Married,Graduate,4,No,No,No,41900.0,0.0,41900.0,32000.0,Hatchback
30.0,Male,Salaried,Married,Graduate,3,No,No,No,40300.0,0.0,40300.0,19000.0,Sedan
30.0,Female,Salaried,Married,Graduate,1,Yes,Yes,No,38100.0,0.0,38100.0,51000.0,SUV
30.0,Male,Salaried,Married,Graduate,2,Yes,No,No,38800.0,0.0,38800.0,37000.0,Sedan
30.0,Male,Business,Married,Graduate,1,No,No,No,37100.0,0.0,37100.0,54000.0,Sedan
30.0,Male,Salaried,Married,Graduate,2,No,Yes,No,37100.0,20225.5593220339,37100.0,34000.0,Sedan
29.0,Male,Business,Married,Post Graduate,2,No,No,Yes,79000.0,40600.0,119600.0,20000.0,Hatchback
29.0,Male,Business,Married,Post Graduate,3,Yes,No,Yes,71500.0,40900.0,112400.0,25000.0,Hatchback
29.0,Male,Business,Married,Post Graduate,2,Yes,No,Yes,76100.0,32400.0,108500.0,28000.0,Hatchback
29.0,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,79700.0,28800.0,108500.0,32000.0,Hatchback
29.0,Male,Salaried,Married,Post Graduate,4,No,No,Yes,78600.0,28600.0,107200.0,32000.0,Hatchback
29.0,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,74900.0,32300.0,107200.0,29000.0,Sedan
29.0,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,76800.0,30600.0,107400.0,22000.0,Hatchback
29.0,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,65000.0,40000.0,105000.0,23000.0,Sedan
29.0,Male,Business,Married,Post Graduate,3,No,Yes,Yes,75200.0,30100.0,105300.0,22000.0,Hatchback
